"","cand_a_female","picked_cand_a","region","gender","age","college","race","pid","ideo","considerwoman","considerwoman_n","horserace","demnom","favdnc","favmetoo","favblm","favaoc","unfavfb","unfavwallst","longprim","funding","candstrong","candwarm","candhumble","candassert","candcomp","perormot","suppclean","billionbad","sdo","believe","moderate","liberal","progressive","socialist","womenoffend","followmost","urbanicity"
"633",TRUE,FALSE,"West",1,59,0,"White","Democrat","Moderate",TRUE,1,"Other",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,0,1,1,"Motivate base",TRUE,FALSE,4.25,"Not sure",1,1,1,1,FALSE,TRUE,"Suburb"
"634",TRUE,TRUE,"Northeast",0,35,1,"White","Democrat","Liberal/Very Liberal",TRUE,5,"Bernie",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,0,0,"Motivate base",TRUE,TRUE,1,"Believe",0,1,1,1,FALSE,FALSE,"Rural or other"
"635",TRUE,TRUE,"Northeast",1,69,1,"Other","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,0,"Persuade Trump voters",TRUE,TRUE,1.5,"Believe",0,0,0,1,FALSE,FALSE,"City"
"636",FALSE,FALSE,"West",0,53,0,"White","Independent","Liberal/Very Liberal",TRUE,3,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,0,1,"Persuade Trump voters",TRUE,TRUE,1,"Believe",0,0,1,0,TRUE,TRUE,"City"
"637",TRUE,TRUE,"South",0,43,0,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Bernie",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,0,0,"Motivate base",TRUE,TRUE,2,"Not sure",1,1,1,1,TRUE,TRUE,"Suburb"
"638",TRUE,TRUE,"West",1,36,1,"Other","Independent","Liberal/Very Liberal",TRUE,2,"Pete",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,1,0,1,0,"Motivate base",TRUE,TRUE,2,"Presumption of innocence",0,1,1,1,FALSE,TRUE,"Rural or other"
"639",FALSE,FALSE,"South",1,60,0,"Black","Democrat","Moderate",TRUE,3,"Other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,0,"Motivate base",FALSE,TRUE,5.25,"Presumption of innocence",1,0,0,0,TRUE,TRUE,"Rural or other"
"640",TRUE,TRUE,"South",0,46,0,"White","Independent","Liberal/Very Liberal",TRUE,4,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,1,0,1,0,"Motivate base",TRUE,TRUE,4,"Believe",1,0,0,0,FALSE,TRUE,"Rural or other"
"641",FALSE,FALSE,"West",0,75,0,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,0,0,0,"Motivate base",TRUE,TRUE,1.25,"Believe",0,1,0,0,TRUE,TRUE,"Suburb"
"642",FALSE,FALSE,"West",1,61,0,"White","Independent","Liberal/Very Liberal",TRUE,1,"Harris",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,0,"Motivate base",TRUE,TRUE,2,"Believe",0,1,1,1,TRUE,TRUE,"Rural or other"
"643",FALSE,TRUE,"West",1,26,0,"Other","Democrat","Liberal/Very Liberal",TRUE,1,"Pete",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,0,0,"Motivate base",FALSE,TRUE,5.25,"Believe",0,1,0,0,FALSE,FALSE,"Suburb"
"644",TRUE,TRUE,"Northeast",0,75,0,"Black","Democrat","Liberal/Very Liberal",TRUE,2,"Biden",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,0,0,0,0,"Motivate base",TRUE,FALSE,1,"Presumption of innocence",0,1,0,0,FALSE,TRUE,"Suburb"
"645",TRUE,FALSE,"Northeast",1,29,0,"White","Independent","Moderate",FALSE,0,"Bernie",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,0,0,0,"Motivate base",FALSE,FALSE,7.25,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"City"
"646",FALSE,FALSE,"West",0,39,0,"White","Independent","Moderate",TRUE,1,"Biden",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,0,1,"Persuade Trump voters",FALSE,TRUE,5.5,"Believe",1,0,0,0,FALSE,FALSE,"City"
"647",FALSE,FALSE,"South",1,58,0,"Hispanic","Democrat","Moderate",TRUE,2,"Pete",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,1,1,"Motivate base",TRUE,TRUE,3.5,"Presumption of innocence",1,1,1,0,TRUE,TRUE,"Suburb"
"648",TRUE,TRUE,"Midwest",1,67,0,"Black","Independent","Moderate",TRUE,2,"Biden",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,1,1,1,1,"Persuade Trump voters",TRUE,FALSE,1.5,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"City"
"649",FALSE,TRUE,"Northeast",0,65,0,"White","Democrat","Moderate",TRUE,1,"Other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Don't know","Don't know",1,0,1,1,1,"Persuade Trump voters",TRUE,FALSE,4.25,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"Suburb"
"650",FALSE,FALSE,"Northeast",1,67,0,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,1,"Motivate base",TRUE,FALSE,3,"Presumption of innocence",0,0,0,0,TRUE,FALSE,"Rural or other"
"651",TRUE,TRUE,"South",0,61,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","Don't know",1,1,1,0,0,"Persuade Trump voters",TRUE,TRUE,1.75,"Not sure",0,0,1,0,FALSE,TRUE,"Rural or other"
"652",TRUE,TRUE,"Midwest",0,43,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Bernie",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,1,"Motivate base",TRUE,TRUE,3.25,"Believe",0,0,0,1,FALSE,TRUE,"Suburb"
"653",TRUE,TRUE,"Midwest",0,79,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Harris",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,1,"Motivate base",TRUE,TRUE,3.75,"Believe",0,1,0,0,FALSE,TRUE,"Suburb"
"654",FALSE,FALSE,"South",0,43,0,"Black","Democrat","Conservative/Very conservative",TRUE,1,"Biden",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","Don't know",1,0,0,1,0,"Persuade Trump voters",FALSE,FALSE,2.75,"Believe",0,1,0,0,FALSE,FALSE,"City"
"655",FALSE,FALSE,"West",0,64,1,"White","Democrat","Moderate",TRUE,1,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,0,"Motivate base",TRUE,FALSE,5.25,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"Rural or other"
"656",FALSE,FALSE,"South",1,50,1,"Other","Independent","Liberal/Very Liberal",TRUE,2,"Bernie",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,1,0,0,"Motivate base",TRUE,TRUE,1,"Believe",0,1,1,1,FALSE,TRUE,"City"
"657",TRUE,TRUE,"Northeast",1,60,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,0,"Persuade Trump voters",TRUE,TRUE,1.5,"Believe",0,0,1,0,FALSE,FALSE,"Suburb"
"658",TRUE,TRUE,"South",1,53,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,0,"Motivate base",TRUE,TRUE,3,"Believe",1,1,0,0,FALSE,TRUE,"City"
"659",FALSE,TRUE,"South",1,61,1,"White","Democrat","Liberal/Very Liberal",FALSE,0,"Pete",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,1,"Persuade Trump voters",FALSE,FALSE,4,"Not sure",1,0,0,0,FALSE,TRUE,"Suburb"
"660",TRUE,TRUE,"South",1,60,1,"White","Democrat","Liberal/Very Liberal",FALSE,0,"Bernie",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,0,"Motivate base",TRUE,TRUE,4.25,"Believe",0,0,1,0,FALSE,TRUE,"Suburb"
"661",TRUE,FALSE,"South",1,28,1,"White","Independent","Liberal/Very Liberal",TRUE,2,"Pete",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,1,1,"Motivate base",TRUE,TRUE,2.25,"Believe",1,0,0,0,FALSE,TRUE,"Rural or other"
"662",TRUE,FALSE,"West",0,84,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Other",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,1,0,0,0,"Persuade Trump voters",FALSE,TRUE,1.25,"Presumption of innocence",1,1,1,1,FALSE,TRUE,"Suburb"
"663",FALSE,TRUE,"South",0,34,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,0,"Motivate base",TRUE,TRUE,1,"Believe",0,1,1,1,FALSE,FALSE,"City"
"664",TRUE,TRUE,"Northeast",1,67,1,"Other","Independent","Moderate",TRUE,4,"Pete",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,0,1,0,"Motivate base",TRUE,TRUE,1,"Presumption of innocence",1,1,1,0,FALSE,FALSE,"City"
"665",FALSE,FALSE,"Northeast",0,35,1,"White","Independent","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,1,0,"Motivate base",TRUE,TRUE,1.5,"Believe",0,1,1,0,FALSE,TRUE,"Suburb"
"666",FALSE,TRUE,"Midwest",0,86,0,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,1,0,1,"Motivate base",TRUE,TRUE,3.5,"Believe",0,1,0,0,TRUE,TRUE,"City"
"667",FALSE,FALSE,"South",1,72,1,"White","Democrat","Moderate",TRUE,1,"Pete",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,1,"Persuade Trump voters",TRUE,TRUE,2.75,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Rural or other"
"668",TRUE,TRUE,"West",1,61,1,"White","Independent","Liberal/Very Liberal",FALSE,0,"Harris",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,0,"Motivate base",TRUE,TRUE,3.5,"Believe",1,0,0,0,FALSE,FALSE,"Suburb"
"669",FALSE,TRUE,"Northeast",1,64,1,"White","Independent","Liberal/Very Liberal",TRUE,1,"Warren",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,0,0,"Motivate base",TRUE,TRUE,2.25,"Presumption of innocence",0,0,0,1,FALSE,TRUE,"Suburb"
"670",FALSE,FALSE,"West",1,82,0,"White","Independent","Moderate",TRUE,1,"Pete",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,1,"Motivate base",TRUE,FALSE,4.5,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"Rural or other"
"671",TRUE,FALSE,"Midwest",1,58,0,"White","Democrat","Moderate",TRUE,2,"Warren",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,1,"Persuade Trump voters",TRUE,FALSE,1,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"City"
"672",FALSE,FALSE,"West",0,52,0,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Harris",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,1,0,"Motivate base",FALSE,FALSE,1.75,"Believe",0,0,1,0,FALSE,TRUE,"Suburb"
"673",FALSE,TRUE,"Northeast",1,30,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Warren",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,0,0,"Persuade Trump voters",TRUE,TRUE,2.25,"Believe",0,1,1,0,FALSE,TRUE,"City"
"674",FALSE,TRUE,"South",1,56,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,1,1,1,0,"Motivate base",TRUE,TRUE,2,"Believe",0,1,1,1,TRUE,TRUE,"City"
"675",FALSE,TRUE,"South",0,78,0,"White","Democrat","Moderate",TRUE,2,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,0,0,1,0,"Motivate base",TRUE,TRUE,1.25,"Believe",1,1,0,0,FALSE,TRUE,"Rural or other"
"676",FALSE,TRUE,"Northeast",1,80,0,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,1,0,"Motivate base",TRUE,TRUE,1.75,"Not sure",0,0,0,1,FALSE,TRUE,"Suburb"
"677",FALSE,FALSE,"Midwest",0,29,1,"White","Democrat","Liberal/Very Liberal",TRUE,4,"Harris",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","Don't know",1,0,0,0,1,"Don't know",TRUE,TRUE,2.5,"Believe",0,1,1,1,FALSE,TRUE,"City"
"678",TRUE,FALSE,"Midwest",1,48,0,"White","Independent","Liberal/Very Liberal",TRUE,1,"Bernie",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,0,"Motivate base",TRUE,TRUE,4,"Not sure",0,1,0,0,FALSE,TRUE,"Suburb"
"679",TRUE,TRUE,"Northeast",0,55,0,"Hispanic","Democrat","Liberal/Very Liberal",FALSE,0,"Biden",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,0,1,0,1,"Persuade Trump voters",FALSE,FALSE,5.5,"Presumption of innocence",0,0,0,0,FALSE,FALSE,"City"
"680",TRUE,TRUE,"South",1,62,1,"White","Independent","Moderate",TRUE,2,"Biden",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,1,"Motivate base",TRUE,TRUE,2.75,"Presumption of innocence",1,0,1,0,FALSE,FALSE,"Suburb"
"681",TRUE,FALSE,"West",1,82,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,1,"Motivate base",TRUE,TRUE,1.5,"Presumption of innocence",1,1,1,0,FALSE,TRUE,"City"
"682",FALSE,FALSE,"Midwest",1,62,1,"White","Independent","Moderate",TRUE,2,"Bernie",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,1,0,"Motivate base",TRUE,TRUE,1.25,"Believe",0,0,1,0,FALSE,TRUE,"Rural or other"
"683",TRUE,TRUE,"South",1,62,1,"White","Independent","Conservative/Very conservative",TRUE,2,"Harris",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,1,0,1,0,"Motivate base",FALSE,FALSE,6.75,"Believe",1,0,0,0,FALSE,TRUE,"Suburb"
"684",TRUE,TRUE,"Midwest",0,71,0,"White","Democrat","Moderate",FALSE,0,"Biden",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Don't know","Don't know",1,0,0,1,0,"Don't know",FALSE,TRUE,5.25,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"Rural or other"
"685",FALSE,TRUE,"West",1,66,1,"Hispanic","Democrat","Liberal/Very Liberal",TRUE,2,"Other",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,0,0,"Motivate base",TRUE,TRUE,5.25,"Not sure",0,1,1,0,FALSE,TRUE,"City"
"686",FALSE,FALSE,"Midwest",0,69,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,0,"Motivate base",TRUE,TRUE,1.25,"Believe",0,1,1,0,FALSE,TRUE,"Suburb"
"687",TRUE,TRUE,"Midwest",0,54,0,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Biden",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,1,"Motivate base",TRUE,FALSE,1.5,"Believe",0,1,1,0,FALSE,FALSE,"City"
"688",FALSE,TRUE,"Midwest",0,37,1,"White","Democrat","Liberal/Very Liberal",FALSE,0,"Pete",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,1,"Persuade Trump voters",TRUE,FALSE,1.25,"Believe",1,1,1,0,FALSE,TRUE,"Suburb"
"689",FALSE,TRUE,"Northeast",1,72,0,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,0,0,1,"Motivate base",TRUE,TRUE,3.75,"Believe",0,0,1,0,FALSE,TRUE,"City"
"690",TRUE,FALSE,"Northeast",0,80,0,"White","Democrat","Moderate",FALSE,0,"Biden",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Don't know","Don't know",1,0,0,0,1,"Don't know",FALSE,TRUE,5,"Not sure",1,0,0,0,FALSE,FALSE,"Rural or other"
"691",TRUE,TRUE,"Northeast",1,43,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Other",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,0,0,1,1,"Motivate base",TRUE,FALSE,2.25,"Presumption of innocence",0,1,0,0,FALSE,TRUE,"Rural or other"
"692",FALSE,FALSE,"Northeast",1,61,0,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Pete",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,0,0,"Motivate base",TRUE,FALSE,3.5,"Presumption of innocence",0,1,1,0,FALSE,TRUE,"City"
"693",TRUE,FALSE,"West",1,58,0,"Hispanic","Democrat","Liberal/Very Liberal",FALSE,0,"Other",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,1,"Motivate base",FALSE,FALSE,4.25,"Presumption of innocence",0,1,0,0,FALSE,FALSE,"Suburb"
"694",FALSE,TRUE,"Midwest",0,64,0,"Black","Democrat","Moderate",TRUE,2,"Biden",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,1,"Motivate base",TRUE,FALSE,2,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Suburb"
"695",FALSE,FALSE,"Northeast",0,53,1,"Other","Democrat","Moderate",TRUE,3,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,0,"Motivate base",TRUE,TRUE,3.5,"Not sure",1,1,0,0,FALSE,TRUE,"Suburb"
